"id","cdate","entnbpal","otskm2","otsnumbdx","plakm1","plakm2","voydtd","voyhrd","voyhrf","voypal","performance_camion","performance_chauffeur","taux_remplissage_pal","taux_remplissage_ton","mdate","km_tsp","voydtf","createdAt","updatedAt","affcode","artcode","otdcode","otscontainer","otsetat","ottmt","placha1i","plalib","plamoti","plargiarr","rgilibl","sitcode","sitsiretedi","tiecode","toucode","voycle","sitechauff","sitecamion","salmemoe","otsnum","platouordre","salmobilite","toutrafcode","chargement","otdhd","voymemo","camion_code","sal_id","states"
11840,NULL,10,"210",1804340,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1346","SAL1804340","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015244","10","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
11930,NULL,10,"210",1804283,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1493","SAL1804283","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015187","5","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
12025,NULL,10,"210",1804741,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1267","SAL1804741","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015679","11","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
12026,NULL,10,"210",1804745,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1346","SAL1804745","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015683","9","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
12027,NULL,10,"210",1804758,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1555","SAL1804758","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015696","13","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
12028,NULL,10,"210",1804291,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1568","SAL1804291","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015195","2","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
12041,NULL,10,"210",1804286,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1511","SAL1804286","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015190","8","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
12042,NULL,10,"210",1804760,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1568","SAL1804760","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015698","3","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
12043,NULL,10,"210",1804755,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1511","SAL1804755","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015693","7","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
12044,NULL,10,"210",1804751,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1466","SAL1804751","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015689","15","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
12045,NULL,10,"210",1804354,"0","210",NULL,"04:00:00","14:30:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1466","SAL1804354","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","SZ","SIDI BOUZID","SAL","SAL","AZI",NULL,"8332889","SAL","SAL","AZIZA","SAL0226-015258","16","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
22435,NULL,10,"551",1810490,"0","551",NULL,"04:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1364","SAL1810490","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","GF","GAFSA","SAL","SAL","AZI",NULL,"8370527","SAL","SAL","AZIZA","SAL0326-002668","2","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
22436,NULL,10,"278",1810473,"0","278",NULL,"04:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1316","SAL1810473","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","GF","GAFSA","SAL","SAL","AZI",NULL,"8370527","SAL","SAL","AZIZA","SAL0326-002651","3","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
22437,NULL,10,"274",1810416,"0","274",NULL,"04:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1178","SAL1810416","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","GF","GAFSA","SAL","SAL","AZI",NULL,"8370527","SAL","SAL","AZIZA","SAL0326-002594","1","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
15176,NULL,10,"20",1807095,"60","20",NULL,"12:00:00","15:30:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1135","SAL1807095","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8356441","SAL","SAL","AZIZA","SAL0326-000385","1","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
16946,NULL,10,"20",1807601,"60","20",NULL,"12:00:00","15:30:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1135","SAL1807601","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8356441","SAL","SAL","AZIZA","SAL0326-000927","2","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
25413,NULL,10,"164",1808270,"0","164",NULL,"05:00:00","12:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1309","SAL1808270","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SF","SFAX","SAL","SAL","AZI",NULL,"8362513","SAL","SAL","AZIZA","SAL0326-001625","2","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
25414,NULL,10,"164",1808966,"0","164",NULL,"05:00:00","12:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1086","SAL1808966","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SF","SFAX","SAL","SAL","AZI",NULL,"8362513","SAL","SAL","AZIZA","SAL0326-001962","8","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
25415,NULL,10,"164",1808998,"0","164",NULL,"05:00:00","12:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1309","SAL1808998","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SF","SFAX","SAL","SAL","AZI",NULL,"8362513","SAL","SAL","AZIZA","SAL0326-001994","1","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
25416,NULL,10,"127",1809116,"0","127",NULL,"05:00:00","12:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1386","SAL1809116","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SF","SFAX","SAL","SAL","AZI",NULL,"8362513","SAL","SAL","AZIZA","SAL0326-002111","6","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
25417,NULL,10,"135",1808311,"0","135",NULL,"05:00:00","12:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1456","SAL1808311","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SF","SFAX","SAL","SAL","AZI",NULL,"8362513","SAL","SAL","AZIZA","SAL0326-001666","3","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
25418,NULL,10,"127",1808298,"0","127",NULL,"05:00:00","12:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1386","SAL1808298","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SF","SFAX","SAL","SAL","AZI",NULL,"8362513","SAL","SAL","AZIZA","SAL0326-001653","5","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
25419,NULL,10,"135",1809123,"0","135",NULL,"05:00:00","12:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1456","SAL1809123","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SF","SFAX","SAL","SAL","AZI",NULL,"8362513","SAL","SAL","AZIZA","SAL0326-002118","4","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
25420,NULL,10,"164",1808200,"0","164",NULL,"05:00:00","12:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1086","SAL1808200","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SF","SFAX","SAL","SAL","AZI",NULL,"8362513","SAL","SAL","AZIZA","SAL0326-001555","7","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
2865,NULL,10,"201",1807151,"0","201",NULL,"04:00:00","15:30:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1209","SAL1807151","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","KS","KASSERINE","SAL","SAL","AZI",NULL,"8357439","SAL","SAL","AZIZA","SAL0326-000441","1","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
2866,NULL,10,"201",1807124,"0","201",NULL,"04:00:00","15:30:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1336","SAL1807124","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","KS","KASSERINE","SAL","SAL","AZI",NULL,"8357439","SAL","SAL","AZIZA","SAL0326-000414","3","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
2867,NULL,10,"240",1807115,"0","240",NULL,"04:00:00","15:30:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T004","1302","SAL1807115","E","0+0+0+0","13120","TRANSPORT AMBIANT","8572TU204","KS","KASSERINE","SAL","SAL","AZI",NULL,"8357439","SAL","SAL","AZIZA","SAL0326-000405","2","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
4464,NULL,10,"61",1806352,"0","61",NULL,"10:30:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1054","SAL1806352","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SS","SOUSSE","SAL","SAL","AZI",NULL,"8350318","SAL","SAL","AZIZA","SAL0226-016470","3","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
4465,NULL,10,"39",1806383,"0","39",NULL,"10:30:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1014","SAL1806383","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SS","SOUSSE","SAL","SAL","AZI",NULL,"8350318","SAL","SAL","AZIZA","SAL0226-016501","1","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
4466,NULL,10,"153",1806488,"0","153",NULL,"10:30:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1574","SAL1806488","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","NB","NABEUL","SAL","SAL","AZI",NULL,"8350318","SAL","SAL","AZIZA","SAL0226-016606","2","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
4512,NULL,10,"30",1806416,"0","30",NULL,"07:00:00","10:00:00",4,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1068","SAL1806416","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SS","SOUSSE","SAL","SAL","AZI",NULL,"8350315","SAL","SAL","AZIZA","SAL0226-016534","4","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
4513,NULL,10,"49",1806357,"0","49",NULL,"07:00:00","10:00:00",4,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1132","SAL1806357","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SS","SOUSSE","SAL","SAL","AZI",NULL,"8350315","SAL","SAL","AZIZA","SAL0226-016475","5","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
4514,NULL,10,"49",1806379,"0","49",NULL,"07:00:00","10:00:00",4,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1462","SAL1806379","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SS","SOUSSE","SAL","SAL","AZI",NULL,"8350315","SAL","SAL","AZIZA","SAL0226-016497","3","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
4515,NULL,10,"49",1806382,"0","49",NULL,"07:00:00","10:00:00",4,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1006","SAL1806382","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SS","SOUSSE","SAL","SAL","AZI",NULL,"8350315","SAL","SAL","AZIZA","SAL0226-016500","2","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
4516,NULL,10,"49",1806433,"0","49",NULL,"07:00:00","10:00:00",4,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AFI57","T007","1284","SAL1806433","E","0+0+0+0","13120","TRANSPORT DU FRAIS // 4?C","8572TU204","SS","SOUSSE","SAL","SAL","AZI",NULL,"8350315","SAL","SAL","AZIZA","SAL0226-016551","1","False",NULL,"QUAI-SAH",NULL,NULL,"8572TU204","138","done"
20873,NULL,15,"17",1807672,"60","17",NULL,"10:30:00","12:30:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1314","SAL1807672","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","SS","SOUSSE","SAL","SAL","AZI",NULL,"8356411","SAL","SAL",NULL,"SAL0326-000998","2","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
20874,NULL,15,"17",1807188,"60","17",NULL,"10:30:00","12:30:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1314","SAL1807188","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","SS","SOUSSE","SAL","SAL","AZI",NULL,"8356411","SAL","SAL",NULL,"SAL0326-000478","1","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
25586,NULL,15,"9",1807741,"60","9",NULL,"14:00:00","17:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1470","SAL1807741","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8361072","SAL","SAL",NULL,"SAL0326-001067","4","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
25587,NULL,15,"9",1808918,"60","9",NULL,"14:00:00","17:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1018","SAL1808918","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8361072","SAL","SAL",NULL,"SAL0326-001907","2","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
21105,NULL,15,"118",2089272,"0","118",NULL,"07:00:00","10:00:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T017","1470","BAR2089272","E","0+0+0+0","TRP098","TRANSPORT SPOT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8350406","SAL","SAL",NULL,"BAR0226-018670","5","False",NULL,"QUAI-BHF",NULL,NULL,"4899TU217","139","done"
21106,NULL,15,"118",2092228,"0","118",NULL,"07:00:00","10:00:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T017","1470","BAR2092228","E","0+0+0+0","TRP098","TRANSPORT SPOT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8350406","SAL","SAL",NULL,"BAR0326-000621","2","False",NULL,"QUAI-BHF",NULL,NULL,"4899TU217","139","done"
21107,NULL,15,"118",2090860,"0","118",NULL,"07:00:00","10:00:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T017","1470","BAR2090860","E","0+0+0+0","TRP098","TRANSPORT SPOT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8350406","SAL","SAL",NULL,"BAR0226-019687","4","False",NULL,"QUAI-BHF",NULL,NULL,"4899TU217","139","done"
21109,NULL,15,"11",1806671,"60","11",NULL,"13:30:00","15:30:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1269","SAL1806671","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8336688","SAL","SAL",NULL,"SAL0226-016816","1","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
8149,NULL,15,"43",1803113,"0","43",NULL,"07:00:00","10:00:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1485","SAL1803113","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MH","MAHDIA","SAL","SAL","AZI",NULL,"8327606","SAL","SAL",NULL,"SAL0226-014391","2","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
8201,NULL,15,"43",1802079,"0","43",NULL,"07:00:00","10:00:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1485","SAL1802079","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MH","MAHDIA","SAL","SAL","AZI",NULL,"8327606","SAL","SAL",NULL,"SAL0226-013324","4","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
8202,NULL,15,"43",1804358,"0","43",NULL,"07:00:00","10:00:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1485","SAL1804358","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MH","MAHDIA","SAL","SAL","AZI",NULL,"8327606","SAL","SAL",NULL,"SAL0226-015262","1","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
8525,NULL,15,"153",2083015,"0","153",NULL,"07:00:00","10:00:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T017","1485","BAR2083015","E","0+0+0+0","TRP098","TRANSPORT SPOT","4899TU217","MH","MAHDIA","SAL","SAL","AZI",NULL,"8327606","SAL","SAL",NULL,"BAR0226-013669","5","False",NULL,"QUAI-BHF",NULL,NULL,"4899TU217","139","done"
8567,NULL,15,"43",1802735,"0","43",NULL,"07:00:00","10:00:00",12,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1485","SAL1802735","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MH","MAHDIA","SAL","SAL","AZI",NULL,"8327606","SAL","SAL",NULL,"SAL0226-014011","3","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
10357,NULL,15,"9",1806649,"60","9",NULL,"11:00:00","15:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1127","SAL1806649","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8336666","SAL","SAL",NULL,"SAL0226-016794","1","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
10532,NULL,15,"18",1804471,"0","18",NULL,"07:00:00","10:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1033","SAL1804471","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8333432","SAL","SAL",NULL,"SAL0226-015400","2","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
10533,NULL,15,"18",1802847,"0","18",NULL,"07:00:00","10:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1033","SAL1802847","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8333432","SAL","SAL",NULL,"SAL0226-014125","1","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
10547,NULL,15,"18",1802890,"0","18",NULL,"07:00:00","10:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1119","SAL1802890","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8333432","SAL","SAL",NULL,"SAL0226-014168","5","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
10548,NULL,15,"18",1804460,"0","18",NULL,"07:00:00","10:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1119","SAL1804460","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8333432","SAL","SAL",NULL,"SAL0226-015389","3","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
10549,NULL,15,"18",1804311,"0","18",NULL,"07:00:00","10:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1119","SAL1804311","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8333432","SAL","SAL",NULL,"SAL0226-015215","4","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
11321,NULL,15,"60",1811076,"0","60",NULL,"05:00:00","10:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306","AF81","T004","1521","SAL1811076","E","0+0+0+0","TRP098","TRANSPORT AMBIANT","4899TU217","MH","MAHDIA","SAL","SAL","AZI",NULL,"8370896","SAL","SAL",NULL,"SAL0326-003072","1","False",NULL,"QUAI-SAH",NULL,NULL,"4899TU217","139","done"
